,text
1396,"['it is', 'is said', 'said that', 'that great', 'great elder', 'elder seated', 'seated in', 'in his', 'his dayquarters', 'dayquarters bent', 'bent his', 'his arm', 'arm quickly', 'quickly whilst', 'whilst talking', 'talking to', 'to his', 'his resident', 'resident pupils', 'pupils and', 'and then', 'then after', 'after putting', 'putting back', 'back his', 'his arm', 'arm to', 'to the', 'the position', 'position in', 'in which', 'which it', 'it first', 'first was', 'was bent', 'bent it', 'it again', 'again slowly', 'slowly the', 'the resident', 'resident pupils', 'pupils questioned', 'questioned him', 'him thus', 'thus reverend', 'reverend sir', 'sir why', 'why after', 'after bending', 'bending the', 'the arm', 'arm quickly', 'quickly did', 'did you', 'you having', 'having placed', 'placed it', 'it in', 'in the', 'the position', 'position in', 'in which', 'which it', 'it first', 'first was', 'was bend', 'bend it', 'it slowly', 'slowly friends', 'friends until', 'until now', 'now i', 'i did', 'did not', 'not bend', 'bend this', 'this arm', 'arm with', 'with a', 'a mind', 'mind separate', 'separate from', 'from the', 'the subject', 'subject of', 'of meditation', 'meditation ever', 'ever since', 'since i', 'i began', 'began to', 'to attend', 'attend to', 'to the', 'the subject', 'subject of', 'of meditation', 'meditation therefore', 'therefore having', 'having put', 'put back', 'back the', 'the arm', 'arm in', 'in the', 'the place', 'place it', 'it was', 'was first', 'first in', 'in i', 'i bent', 'bent good', 'good reverend', 'reverend sir', 'sir a', 'a bhikkhu', 'bhikkhu should', 'should be', 'be one', 'one who', 'who acts', 'acts thus', 'thus here', 'here too', 'too it', 'it should', 'should be', 'be understood', 'understood that', 'that the', 'the nonabandoning', 'nonabandoning of', 'of the', 'the subject', 'subject of', 'of meditation', 'meditation is', 'is clear', 'clear comprehension', 'comprehension of', 'of resort']"
1397,[]
1398,"['subject of', 'of meditation', 'meditation ', ' the', 'the subject', 'subject of', 'of meditation', 'meditation of', 'of the', 'the elements', 'elements modes', 'modes or', 'or processes', 'processes that', 'that is', 'is according', 'according to', 'to the', 'the method', 'method about', 'about to', 'to be', 'be stated', 'stated with', 'with the', 'the words', 'words within', 'within there', 'there is', 'is no', 'no soul', 'soul and', 'and so', 'so forth']"
1399,[]
1400,"['within there', 'there is', 'is no', 'no soul', 'soul that', 'that bends', 'bends or', 'or stretches', 'stretches by', 'by the', 'the diffusion', 'diffusion of', 'of the', 'the process', 'process of', 'of oscillation', 'oscillation born', 'born of', 'of mental', 'mental activity', 'activity bending', 'bending and', 'and stretching', 'stretching occur', 'occur indeed', 'indeed here', 'here it', 'it should', 'should be', 'be understood', 'understood that', 'that the', 'the knowing', 'knowing in', 'in this', 'this way', 'way is', 'is clear', 'clear comprehension', 'comprehension of', 'of nondelusion']"
1401,"[' clear', 'clear comprehension', 'comprehension in', 'in wearing', 'wearing shouldercloak', 'shouldercloak and', 'and so', 'so forth']"
1402,[]
1403,"['sanghati patta', 'patta civara', 'civara dharane', 'dharane ', 'in wearing', 'wearing the', 'the shouldercloak', 'shouldercloak the', 'the other', 'other two', 'two robes', 'robes and', 'and the', 'the bowl']"
1404,[]
1405,"['in this', 'this connection', 'connection purpose', 'purpose is', 'is what', 'what accrues', 'accrues materially', 'materially to', 'to one', 'one on', 'on the', 'the almsround', 'almsround and', 'and what', 'what is', 'is stated', 'stated by', 'by the', 'the blessed', 'blessed one', 'one according', 'according to', 'to the', 'the method', 'method beginning', 'beginning with', 'with the', 'the words', 'words for', 'for keeping', 'keeping out', 'out cold', 'cold for', 'for keeping', 'keeping out', 'out heat']"
1406,[]
1407,"['suitable to', 'to one', 'one who', 'who is', 'is naturally', 'naturally warmbodied', 'warmbodied is', 'is fine', 'fine clothing', 'clothing and', 'and that', 'that is', 'is suitable', 'suitable to', 'to one', 'one who', 'who is', 'is weak', 'weak too', 'too to', 'to the', 'the susceptible', 'susceptible to', 'to cold', 'cold is', 'is suitable', 'suitable thick', 'thick clothing', 'clothing made', 'made of', 'of two', 'two pieces', 'pieces of', 'of cloth', 'cloth laid', 'laid one', 'one over', 'over the', 'the other', 'other and', 'and stitched', 'stitched together', 'together called', 'called also', 'also a', 'a double', 'double cloth', 'cloth nonsuitable', 'nonsuitable to', 'to these', 'these is', 'is clothing', 'clothing contrary', 'contrary to', 'to the', 'the kind', 'kind mentioned', 'mentioned above']"
1408,[]
1409,"['a wornout', 'wornout robe', 'robe is', 'is indeed', 'indeed not', 'not suitable', 'suitable as', 'as that', 'that robe', 'robe will', 'will even', 'even be', 'be hindrancecausing', 'hindrancecausing when', 'when one', 'one patches', 'patches and', 'and sews', 'sews or', 'or darns', 'darns it']"
1410,[]
1411,"['likewise hindrancecausing', 'hindrancecausing are', 'are robes', 'robes of', 'of silk', 'silk fine', 'fine hemp', 'hemp and', 'and similar', 'similar material', 'material that', 'that stimulate', 'stimulate cupidity', 'cupidity for', 'for to', 'to the', 'the lonedweller', 'lonedweller in', 'in the', 'the forest', 'forest such', 'such robes', 'robes are', 'are productive', 'productive of', 'of loss', 'loss of', 'of clothing', 'clothing and', 'and of', 'of life']"
1412,[]
1413,"['with the', 'the words', 'words to', 'to the', 'the lonedweller', 'lonedweller in', 'in the', 'the forest', 'forest such', 'such robes', 'robes are', 'are productive', 'productive of', 'of loss', 'loss of', 'of clothing', 'clothing the', 'the commentator', 'commentator mentioned', 'mentioned in', 'in part', 'part what', 'what constitutes', 'constitutes the', 'the loss', 'loss of', 'of or', 'or destruction', 'destruction of', 'of the', 'the life', 'life of', 'of purity', 'purity and', 'and it', 'it is', 'is stated', 'stated so', 'so because', 'because clothing', 'clothing is', 'is properly', 'properly free', 'free to', 'to be', 'be taken', 'taken or', 'or used', 'used by', 'by or', 'or accessible', 'accessible to', 'to thieves', 'thieves and', 'and the', 'the like']"
1414,[]
1415,"['the robe', 'robe acquired', 'acquired by', 'by wrong', 'wrong means', 'means of', 'of livelihood', 'livelihood and', 'and the', 'the robe', 'robe which', 'which decreases', 'decreases the', 'the good', 'good and', 'and increases', 'increases the', 'the bad', 'bad in', 'in the', 'the one', 'one who', 'who wears', 'wears it', 'it are', 'are irreversibly', 'irreversibly not', 'not suitable']"
1416,[]
1417,"['just by', 'by that', 'that statement', 'statement or', 'or irreversibility', 'irreversibility the', 'the commentator', 'commentator shows', 'shows that', 'that the', 'the nonsuitable', 'nonsuitable mentioned', 'mentioned earlier', 'earlier is', 'is not', 'not nonsuitable', 'nonsuitable absolutely', 'absolutely because', 'because of', 'of the', 'the possibility', 'possibility of', 'of the', 'the nonsuitable', 'nonsuitable mentioned', 'mentioned earlier', 'earlier becoming', 'becoming suitable', 'suitable to', 'to someone', 'someone at', 'at some', 'some time', 'time owing', 'owing to', 'to this', 'this or', 'or that', 'that reason', 'reason this', 'this pair', 'pair of', 'of robes', 'robes mentioned', 'mentioned here', 'here is', 'is however', 'however absolutely', 'absolutely nonsuitable', 'nonsuitable on', 'on account', 'account of', 'of the', 'the absence', 'absence of', 'of suitability', 'suitability to', 'to anyone', 'anyone at', 'at any', 'any time']"
1418,[]
1419,"['here from', 'from the', 'the foregoing', 'foregoing clear', 'clear comprehension', 'comprehension of', 'of the', 'the suitable', 'suitable and', 'and the', 'the nonsuitable', 'nonsuitable should', 'should be', 'be understood', 'understood as', 'as the', 'the holding', 'holding fast', 'fast to', 'to the', 'the line', 'line of', 'of meditative', 'meditative thought', 'thought by', 'by way', 'way of', 'of the', 'the nonabandoning', 'nonabandoning of', 'of the', 'the line', 'line of', 'of contemplation', 'contemplation which', 'which the', 'the commentator', 'commentator is', 'is going', 'going to', 'to state', 'state vakkhamana', 'vakkhamana kammatthanassa', 'kammatthanassa avijahana', 'avijahana vasena', 'vasena clear', 'clear comprehension', 'comprehension of', 'of resort', 'resort should', 'should be', 'be understood']"
1420,[]
1421,"['within there', 'there is', 'is nothing', 'nothing called', 'called a', 'a soul', 'soul that', 'that robes', 'robes itself', 'itself according', 'according to', 'to the', 'the method', 'method of', 'of exposition', 'exposition adopted', 'adopted already', 'already only', 'only by', 'by the', 'the diffusion', 'diffusion of', 'of the', 'the process', 'process of', 'of oscillation', 'oscillation born', 'born of', 'of mental', 'mental activity', 'activity does', 'does the', 'the act', 'act of', 'of robing', 'robing take', 'take place', 'place the', 'the robe', 'robe has', 'has no', 'no power', 'power to', 'to think', 'think and', 'and the', 'the body', 'body too', 'too has', 'has not', 'not that', 'that power', 'power the', 'the robe', 'robe is', 'is not', 'not aware', 'aware of', 'of the', 'the fact', 'fact that', 'that it', 'it is', 'is draping', 'draping the', 'the body', 'body and', 'and the', 'the body', 'body too', 'too of', 'of itself', 'itself does', 'does not', 'not think', 'think i', 'i am', 'am being', 'being draped', 'draped round', 'round with', 'with the', 'the robe', 'robe mere', 'mere processes', 'processes clothe', 'clothe a', 'a processheap', 'processheap in', 'in the', 'the same', 'same way', 'way that', 'that a', 'a modelled', 'modelled figure', 'figure is', 'is covered', 'covered with', 'with a', 'a piece', 'piece of', 'of cloth', 'cloth therefore', 'therefore there', 'there is', 'is neither', 'neither room', 'room for', 'for elation', 'elation on', 'on getting', 'getting a', 'a fine', 'fine robe', 'robe nor', 'nor for', 'for depression', 'depression on', 'on getting', 'getting one', 'one that', 'that is', 'is not', 'not fine']"
1422,[]
1423,"['within in', 'in ones', 'ones own', 'own mental', 'mental flux', 'flux abbhantareti', 'abbhantareti attano', 'attano santane']"
1424,[]
1425,"['body too', 'too body', 'body too', 'too is', 'is only', 'only an', 'an egoconcept', 'egoconcept kayapiti', 'kayapiti atta', 'atta paññatti', 'paññatti matto', 'matto kiyopi']"
1426,[]
1427,"[' karma', 'karma produced', 'produced body', 'body ahanti', 'ahanti kamma', 'kamma bhuto', 'bhuto kayo']"
1428,[]
1429,"['processes ', ' external', 'external processes', 'processes called', 'called robes', 'robes civara', 'civara sankhata', 'sankhata bahira', 'bahira dhatuyo']"
1430,[]
1431,"['processheap ', ' the', 'the internal', 'internal processcollection', 'processcollection called', 'called the', 'the body', 'body dhatu', 'dhatu samuhanti', 'samuhanti kaya', 'kaya sankhatam', 'sankhatam ajjhattikam', 'ajjhattikam dhatu', 'dhatu samuham']"
1432,[]
1433,"['some honor', 'honor an', 'an anthill', 'anthill where', 'where a', 'a cobra', 'cobra de', 'de capello', 'capello lives', 'lives a', 'a treeshrine', 'treeshrine and', 'and so', 'so forth', 'forth with', 'with garlands', 'garlands perfumes', 'perfumes incense', 'incense cloth', 'cloth and', 'and similar', 'similar things', 'things others', 'others maltreat', 'maltreat these', 'these objects', 'objects anthill', 'anthill treeshrine', 'treeshrine and', 'and the', 'the like', 'like are', 'are however', 'however neither', 'neither elated', 'elated by', 'by the', 'the good', 'good nor', 'nor depressed', 'depressed by', 'by the', 'the bad', 'bad treatment', 'treatment just', 'just in', 'in the', 'the same', 'same way', 'way there', 'there should', 'should be', 'be no', 'no elation', 'elation on', 'on receiving', 'receiving a', 'a good', 'good robe', 'robe or', 'or depression', 'depression on', 'on getting', 'getting a', 'a bad', 'bad one', 'one clear', 'clear comprehension', 'comprehension of', 'of nondelusion', 'nondelusion should', 'should be', 'be understood', 'understood in', 'in this', 'this connection', 'connection as', 'as the', 'the proceeding', 'proceeding of', 'of reflective', 'reflective thought', 'thought in', 'in this', 'this way']"
1434,[]
1435,"['and in', 'in using', 'using the', 'the bowl', 'bowl clear', 'clear comprehension', 'comprehension of', 'of purpose', 'purpose should', 'should be', 'be understood', 'understood by', 'by way', 'way of', 'of the', 'the benefit', 'benefit obtainable', 'obtainable through', 'through the', 'the action', 'action of', 'of one', 'one who', 'who takes', 'takes the', 'the bowl', 'bowl unhurriedly', 'unhurriedly and', 'and thinks', 'thinks going', 'going out', 'out to', 'to beg', 'beg with', 'with this', 'this i', 'i shall', 'shall get', 'get alms']"
1436,[]
1437,"['with the', 'the seeing', 'seeing of', 'of the', 'the purpose', 'purpose the', 'the obtaining', 'obtaining of', 'of food', 'food should', 'should the', 'the bowl', 'bowl be', 'be taken', 'taken by', 'by one', 'one in', 'in this', 'this way', 'way indeed', 'indeed does', 'does clear', 'clear comprehension', 'comprehension of', 'of purpose', 'purpose arise']"
1438,[]
1439,"['to one', 'one with', 'with a', 'a lean', 'lean body', 'body which', 'which is', 'is weak', 'weak a', 'a heavy', 'heavy bowl', 'bowl is', 'is not', 'not suitable', 'suitable and', 'and not', 'not suitable', 'suitable is', 'is a', 'a damaged', 'damaged bowl', 'bowl that', 'that is', 'is tied', 'tied with', 'with thread', 'thread and', 'and stopped', 'stopped in', 'in four', 'four or', 'or five', 'five places', 'places and', 'and hard', 'hard to', 'to wash', 'wash properly', 'properly a', 'a bowl', 'bowl that', 'that is', 'is hard', 'hard to', 'to wash', 'wash well', 'well certainly', 'certainly is', 'is not', 'not fit', 'fit there', 'there will', 'will be', 'be inconvenience', 'inconvenience caused', 'caused to', 'to him', 'him who', 'who washes', 'washes that', 'that kind', 'kind of', 'of bowl']"
1440,[]
1441,"['a bowl', 'bowl that', 'that is', 'is hard', 'hard to', 'to wash', 'wash well', 'well this', 'this was', 'was said', 'said concerning', 'concerning a', 'a bowl', 'bowl difficult', 'difficult to', 'to wash', 'wash properly', 'properly naturally', 'naturally though', 'though it', 'it may', 'may be', 'be without', 'without mends']"
1442,[]
1443,"['a bright', 'bright bowl', 'bowl which', 'which shines', 'shines like', 'like a', 'a gem', 'gem and', 'and therefore', 'therefore is', 'is capable', 'capable of', 'of stimulating', 'stimulating the', 'the cupidity', 'cupidity of', 'of others', 'others is', 'is not', 'not suitable', 'suitable for', 'for the', 'the same', 'same reasons', 'reasons given', 'given in', 'in regard', 'regard to', 'to robes', 'robes of', 'of silk', 'silk fine', 'fine hemp', 'hemp and', 'and so', 'so forth']"
1444,[]
1445,"['just irreversibly', 'irreversibly unsuitable', 'unsuitable are', 'are the', 'the bowl', 'bowl acquired', 'acquired by', 'by wrong', 'wrong means', 'means of', 'of livelihood', 'livelihood and', 'and the', 'the bowl', 'bowl by', 'by which', 'which good', 'good decreases', 'decreases and', 'and evils', 'evils increase', 'increase through', 'through this', 'this explanation', 'explanation clear', 'clear comprehension', 'comprehension of', 'of suitability', 'suitability in', 'in this', 'this connection', 'connection should', 'should be', 'be understood']"
1446,[]
1447,"['and by', 'by the', 'the fact', 'fact even', 'even of', 'of the', 'the holding', 'holding fast', 'fast to', 'to the', 'the subject', 'subject of', 'of meditation', 'meditation should', 'should clear', 'clear comprehension', 'comprehension of', 'of resort', 'resort be', 'be understood']"
1448,[]
1449,"['within there', 'there is', 'is nothing', 'nothing called', 'called a', 'a self', 'self that', 'that is', 'is taking', 'taking the', 'the bowl', 'bowl as', 'as stated', 'stated already', 'already by', 'by the', 'the diffusion', 'diffusion of', 'of the', 'the process', 'process of', 'of oscillation', 'oscillation born', 'born of', 'of mental', 'mental activity', 'activity there', 'there is', 'is the', 'the taking', 'taking of', 'of the', 'the bowl', 'bowl in', 'in this', 'this matter', 'matter of', 'of taking', 'taking the', 'the bowl', 'bowl the', 'the bowl', 'bowl cannot', 'cannot think', 'think hands', 'hands too', 'too cannot', 'cannot think', 'think the', 'the bowl', 'bowl does', 'does not', 'not cognize', 'cognize that', 'that it', 'it is', 'is taken', 'taken by', 'by the', 'the hands', 'hands hands', 'hands do', 'do not', 'not cognize', 'cognize that', 'that the', 'the bowl', 'bowl is', 'is taken', 'taken by', 'by them', 'them just', 'just processes', 'processes take', 'take a', 'a processheap', 'processheap it', 'it is', 'is comparable', 'comparable to', 'to the', 'the taking', 'taking of', 'of a', 'a redhot', 'redhot vessel', 'vessel with', 'with a', 'a pair', 'pair of', 'of tongs', 'tongs by', 'by way', 'way of', 'of the', 'the proceeding', 'proceeding of', 'of reflective', 'reflective thought', 'thought in', 'in this', 'this way', 'way clear', 'clear comprehension', 'comprehension of', 'of nondelusion', 'nondelusion should', 'should be', 'be understood', 'understood in', 'in bowltaking']"
